specimen,sample,site,NRM,PTRM,NRM_x,NRM_y,NRM_z,PTRM_x,PTRM_y,PTRM_z,NRM_sigma,PTRM_sigma,B_lab,steptype,temp_step,baseline_temp,correction,s_tensor,aniso_type,NLT_beta
FG-01B14,FG-01B14,FG,2.15016510994e-05,9.264070380423672e-06,9.55000000054794e-06,9.700000002612284e-07,1.9239999999723412e-05,1.4999999807686568e-07,2.2999999993972706e-07,9.260000000758524e-06,9.192312988578375e-07,1.2999893698025897e-06,5.603773585e-05,ZI,573.0,,1,,,
FG-01B14,FG-01B14,FG,2.1099729856e-05,9.851324785462675e-06,9.550000001517776e-06,1.559999999902041e-06,1.8749999999133172e-05,-1.5000000301523233e-07,-6.000000011008351e-08,9.850000001408804e-06,9.020484981091337e-07,1.275689219944218e-06,5.603773585e-05,ZI,603.0,,1,,,
FG-01B14,FG-01B14,FG,2.0265206636e-05,1.0265992402982877e-05,9.16000000103621e-06,1.7699999996600257e-06,1.7989999999499684e-05,3.9999997708389334e-08,-1.0700000000097302e-06,1.0210000000894449e-05,8.663712443065627e-07,1.2252339637483951e-06,5.603773585e-05,ZI,633.0,,1,,,
FG-01B14,FG-01B14,FG,1.86645573213e-05,1.1757538006847917e-05,8.609999999649275e-06,0.0,1.6560000000185176e-05,-6.099999981266732e-07,1.9999999945621368e-07,1.1739999999360147e-05,7.979408274159896e-07,1.1284587401029017e-06,5.603773585e-05,ZI,673.0,,1,,,
FG-01B14,FG-01B14,FG,1.50451387498e-05,1.4742123320222822e-05,6.479999998938483e-06,4.6999999948900313e-07,1.3570000000551626e-05,1.4200000011751432e-06,1.1300000007493084e-06,1.462999999944042e-05,6.432046716105889e-07,9.096287699734277e-07,5.603773585e-05,ZI,723.0,,1,,,
FG-01B14,FG-01B14,FG,9.0134399649e-06,2.066393234618306e-05,3.830000000691135e-06,5.599999999041593e-07,8.139999999734015e-06,3.7000000012115806e-07,-1.5999999990117712e-07,2.0660000000183266e-05,3.853395298718884e-07,5.44952389263297e-07,5.603773585e-05,ZI,773.0,,1,,,
FG-01B14,FG-01B14,FG,6.720416654e-07,2.9941891055761498e-05,2.5799999996544863e-07,2.5999999991504565e-08,6.200000000418354e-07,1.4420000017208306e-06,1.2740000012317697e-06,2.9879999999782277e-05,2.8730897460682206e-08,4.0631624848047496e-08,5.603773585e-05,ZI,823.0,,1,,,
FG-01B14,FG-01B14,FG,3.14893632835e-05,2.2360679558639924e-07,1.3800000001536789e-05,4.999999997138423e-07,2.8299999999259873e-05,-9.999999750159744e-08,7.732379554758941e-16,1.9999999883024558e-07,1.3462225843719386e-06,1.3023548174067782e-06,5.603773585e-05,P,363.0,423.0,1,,,
FG-01B14,FG-01B14,FG,3.03275452353e-05,1.2041594581402629e-06,1.339999999918967e-05,5.99999999620403e-07,2.7200000000392282e-05,9.999999919969125e-08,3.8967263694489855e-16,1.2000000003286305e-06,1.296552933025342e-06,1.15374052584713e-06,5.603773585e-05,P,423.0,483.0,1,,,
FG-01B14,FG-01B14,FG,2.58590409722e-05,4.626629443309555e-06,1.1200000001650596e-05,5.999999998677071e-07,2.3299999999251152e-05,1.6999999838493148e-07,1.7999999883936184e-07,4.620000000721411e-06,1.1055169535681264e-06,1.1257657795156223e-06,5.603773585e-05,P,483.0,543.0,1,,,
FG-01B14,FG-01B14,FG,2.20184399992e-05,8.31748760225363e-06,9.429999999648211e-06,8.200000002827761e-07,1.9880000000114223e-05,4.999999850016342e-08,-1.6599999996962565e-06,8.150000000908051e-06,9.413248827134384e-07,1.2210670711661234e-06,5.603773585e-05,P,543.0,603.0,1,,,
FG-01B14,FG-01B14,FG,2.1099729856e-05,1.0132112317295129e-05,9.550000001517776e-06,1.559999999902041e-06,1.8749999999133172e-05,-4.100000017289434e-07,1.2999999993731785e-06,1.0040000000522693e-05,9.020484981091337e-07,1.1912994089415984e-06,5.603773585e-05,P,603.0,673.0,1,,,
FG-01B14,FG-01B14,FG,1.86645573213e-05,1.266641622563978e-05,8.609999999649275e-06,0.0,1.6560000000185176e-05,3.7000000055009417e-07,-1.599999998603146e-07,1.2660000000031134e-05,7.979408274159896e-07,9.073429469685729e-07,5.603773585e-05,P,673.0,773.0,1,,,
FG-01B14,FG-01B14,FG,3.10422293013e-05,6.082762520541107e-07,1.35999999980255e-05,5.000000001993104e-07,2.790000000086013e-05,2.443042926481655e-15,1.0000000168849379e-07,5.999999987294143e-07,1.3271068639409316e-06,1.879469213188838e-06,5.603773585e-05,T,393.0,393.0,1,,,
FG-01B14,FG-01B14,FG,2.83178389006e-05,2.714774392223104e-06,1.2300000000261842e-05,6.000000009352156e-07,2.5499999999858257e-05,-2.0000000015684138e-07,1.9999999994490569e-07,2.700000000116597e-06,1.210634649083852e-06,1.7097778421514243e-06,5.603773585e-05,T,453.0,453.0,1,,,
FG-01B14,FG-01B14,FG,2.28317761026e-05,7.140728254035347e-06,9.599999999416633e-06,7.999999998288689e-07,2.0700000000259204e-05,7.000000000481509e-07,3.0000000081604937e-07,7.099999999818426e-06,9.760963520894445e-07,1.3814278273177113e-06,5.603773585e-05,T,513.0,513.0,1,,,
FG-01B14,FG-01B14,FG,2.13084490285e-05,9.264070380423672e-06,9.719999999772963e-06,3.000000006966636e-07,1.8960000000110187e-05,1.4999999807686568e-07,2.2999999993972706e-07,9.260000000758524e-06,9.109715894171804e-07,1.2999893698025897e-06,5.603773585e-05,T,573.0,573.0,1,,,
FG-01B14,FG-01B14,FG,2.02610266275e-05,1.0265992402982877e-05,8.599999998498238e-06,4.399999999693506e-07,1.8340000000712142e-05,3.9999997708389334e-08,-1.0700000000097302e-06,1.0210000000894449e-05,8.66192542000171e-07,1.2252339637483951e-06,5.603773585e-05,T,633.0,633.0,1,,,
FG-01B14,FG-01B14,FG,1.48865173899e-05,1.4742123320222822e-05,6.379999998845699e-06,5.199999997785216e-07,1.3440000000548894e-05,1.4200000011751432e-06,1.1300000007493084e-06,1.462999999944042e-05,6.364233450039293e-07,9.096287699734277e-07,5.603773585e-05,T,723.0,723.0,1,,,
FG-01B14,FG-01B14,FG,5.942566785e-07,2.9941891055761498e-05,1.9599999999792168e-07,-1.9999999975662367e-09,5.609999999489097e-07,1.4420000017208306e-06,1.2740000012317697e-06,2.9879999999782277e-05,2.540546006942428e-08,4.0631624848047496e-08,5.603773585e-05,T,823.0,823.0,1,,,
FG-02A11,FG-02A11,FG,7.52111693833e-05,0.0,4.61999999986741e-05,2.179999999532718e-05,5.5200000002986327e-05,0.0,0.0,0.0,3.21540241729422e-06,0.0,5.826923077e-05,ZI,273.0,,1,,,
FG-02A11,FG-02A11,FG,7.45878006111e-05,5.999999921042411e-07,4.530000000261094e-05,2.1800000004029056e-05,5.5099999996270335e-05,-3.852217790586771e-15,5.99999992104241e-07,6.383768839067494e-15,3.188752366863776e-06,4.509576844268059e-06,5.826923077e-05,ZI,363.0,,1,,,
FG-02A11,FG-02A11,FG,7.22786275465e-05,2.4186773306704054e-06,4.4000000002595626e-05,2.1400000002012996e-05,5.3199999997096776e-05,-6.403426953401813e-15,-3.000000020082054e-07,2.4000000059779154e-06,3.0900313828032064e-06,4.369964289718784e-06,5.826923077e-05,ZI,393.0,,1,,,
FG-02A11,FG-02A11,FG,6.4527048592e-05,8.734987118296716e-06,3.929999999867778e-05,1.930000000266745e-05,4.739999999995034e-05,-5.999999951351474e-07,4.999999959475859e-07,8.699999998086195e-06,2.758638507083865e-06,3.901303990402669e-06,5.826923077e-05,ZI,423.0,,1,,,
FG-02A11,FG-02A11,FG,5.53517840723e-05,1.5905030646210675e-05,3.299999999836695e-05,1.6899999996318955e-05,4.1100000002660886e-05,-2.9999999532670984e-07,1.800000005547847e-06,1.5799999994928242e-05,2.3663807087028178e-06,3.3465676919855814e-06,5.826923077e-05,ZI,453.0,,1,,,
FG-02A11,FG-02A11,FG,4.526643348e-05,2.521289352546333e-05,2.699999999744578e-05,1.4300000001603312e-05,3.340000000136734e-05,-6.999999985348993e-07,4.000000004706716e-07,2.5199999998571932e-05,1.935215219060244e-06,2.7368076089058173e-06,5.826923077e-05,ZI,483.0,,1,,,
FG-02A11,FG-02A11,FG,3.9567031731e-05,3.1473322035808876e-05,2.269999999736007e-05,1.2499999999869942e-05,2.990000000209139e-05,-1.0000000009804639e-06,-1.9000000018280479e-06,3.1399999999376195e-05,1.6915563275534377e-06,2.392221899944097e-06,5.826923077e-05,ZI,513.0,,1,,,
FG-02A11,FG-02A11,FG,3.76900517378e-05,3.387107910943545e-05,2.2100000002189853e-05,1.170000000069137e-05,2.8199999997962257e-05,-1.4999999983235541e-06,-1.600000000161586e-06,3.380000000062347e-05,1.6113123151702418e-06,2.2787397293325467e-06,5.826923077e-05,ZI,543.0,,1,,,
FG-02A11,FG-02A11,FG,3.69364318796e-05,3.391489348234465e-05,2.1299999999310396e-05,1.1000000000445812e-05,2.810000000028293e-05,1.000000002391927e-06,-9.999999831819575e-08,3.389999999873652e-05,1.5790938144655412e-06,2.233175888676632e-06,5.826923077e-05,ZI,573.0,,1,,,
FG-02A11,FG-02A11,FG,3.62128430256e-05,3.5308214340645975e-05,2.1200000000070097e-05,1.07999999981312e-05,2.7300000000625286e-05,-2.999999982528514e-07,7.000000011008464e-07,3.529999999893067e-05,1.5481591890720509e-06,2.189427721898227e-06,5.826923077e-05,ZI,603.0,,1,,,
FG-02A11,FG-02A11,FG,3.47650686753e-05,3.67484693582815e-05,2.0500000001394847e-05,1.0600000001648015e-05,2.599999999819613e-05,-1.0000000027015645e-06,-1.6000000017689224e-06,3.670000000225464e-05,1.4862644308357185e-06,2.101895315360602e-06,5.826923077e-05,ZI,633.0,,1,,,
FG-02A11,FG-02A11,FG,3.12158613528e-05,3.859339321455658e-05,1.789999999888995e-05,9.09999999913694e-06,2.390000000110209e-05,2.400000006053401e-06,1.2000000019070519e-06,3.849999999713959e-05,1.334529922546331e-06,1.8873103158577373e-06,5.826923077e-05,ZI,673.0,,1,,,
FG-02A11,FG-02A11,FG,2.42444405999e-05,4.661247579745004e-05,1.427999999980072e-05,7.280000000545721e-06,1.8189999999995193e-05,2.000000143405099e-08,-4.799999995638433e-07,4.6609999999659157e-05,1.0364901057923715e-06,1.465818364877096e-06,5.826923077e-05,ZI,723.0,,1,,,
FG-02A11,FG-02A11,FG,1.44219554846e-05,5.650515728669866e-05,8.539999998942398e-06,4.44000000032215e-06,1.0740000000697725e-05,-1.740000002954262e-06,-1.440000001873441e-06,5.645999999981295e-05,6.16562551912523e-07,8.719511229660556e-07,5.826923077e-05,ZI,773.0,,1,,,
FG-02A11,FG-02A11,FG,7.346257550999999e-07,7.314599698552454e-05,4.0300000006963473e-07,2.050000000263254e-07,5.789999999907825e-07,1.2970000039577287e-06,-1.4050000029494408e-06,7.312099999991665e-05,3.1406471247867865e-08,4.4415457585015396e-08,5.826923077e-05,ZI,823.0,,1,,,
FG-02A11,FG-02A11,FG,7.45878006111e-05,5.477225567574631e-07,4.530000000261094e-05,2.1800000004029056e-05,5.5099999996270335e-05,-9.99999979198521e-08,5.000000003517409e-07,1.9999999811305262e-07,3.188752366863776e-06,2.7687897972744575e-06,5.826923077e-05,P,363.0,423.0,1,,,
FG-02A11,FG-02A11,FG,6.4527048592e-05,1.0057335630754675e-05,3.929999999867778e-05,1.930000000266745e-05,4.739999999995034e-05,1.00000000416243e-07,-3.2999999998399855e-06,9.499999999506336e-06,2.758638507083865e-06,2.219721242780847e-06,5.826923077e-05,P,423.0,483.0,1,,,
FG-02A11,FG-02A11,FG,4.526643348e-05,2.6017301936045707e-05,2.699999999744578e-05,1.4300000001603312e-05,3.340000000136734e-05,-2.9999999973256966e-07,-8.999999984895897e-07,2.6000000000658594e-05,1.935215219060244e-06,2.539866069879079e-06,5.826923077e-05,P,483.0,543.0,1,,,
FG-02A11,FG-02A11,FG,3.76900517378e-05,3.2213196053770405e-05,2.2100000002189853e-05,1.170000000069137e-05,2.8199999997962257e-05,-6.000000008691174e-07,-6.999999998887672e-07,3.219999999996525e-05,1.6113123151702418e-06,2.726275802247735e-06,5.826923077e-05,P,543.0,603.0,1,,,
FG-02A11,FG-02A11,FG,3.62128430256e-05,3.5814522191619264e-05,2.1200000000070097e-05,1.07999999981312e-05,2.7300000000625286e-05,2.000000046227742e-07,-9.99999996651737e-07,3.579999999746978e-05,1.5481591890720509e-06,2.6893853143369352e-06,5.826923077e-05,P,603.0,673.0,1,,,
FG-02A11,FG-02A11,FG,3.12158613528e-05,4.2170520507610034e-05,1.789999999888995e-05,9.09999999913694e-06,2.390000000110209e-05,6.000000430731038e-08,-9.399999986887135e-07,4.215999999863267e-05,1.334529922546331e-06,2.2961343620930346e-06,5.826923077e-05,P,673.0,773.0,1,,,
FG-02A11,FG-02A11,FG,7.19920134459e-05,2.4186773306704054e-06,4.360000000177276e-05,2.1000000003665656e-05,5.329999999705538e-05,-6.403426953401813e-15,-3.000000020082054e-07,2.4000000059779154e-06,3.077778153934989e-06,4.369964289718784e-06,5.826923077e-05,T,393.0,393.0,1,,,
FG-02A11,FG-02A11,FG,5.50579694504e-05,1.5905030646210675e-05,3.33000000003723e-05,1.6799999996934393e-05,4.0500000000980114e-05,-2.9999999532670984e-07,1.800000005547847e-06,1.5799999994928242e-05,2.3538196455889206e-06,3.3465676919855814e-06,5.826923077e-05,T,453.0,453.0,1,,,
FG-02A11,FG-02A11,FG,3.93387849329e-05,3.1473322035808876e-05,2.2699999997998057e-05,1.149999999952053e-05,3.0000000001647934e-05,-1.0000000009804639e-06,-1.9000000018280479e-06,3.1399999999376195e-05,1.6817983978154995e-06,2.392221899944097e-06,5.826923077e-05,T,513.0,513.0,1,,,
FG-02A11,FG-02A11,FG,3.68576993313e-05,3.391489348234465e-05,2.1200000002295595e-05,1.0399999998859064e-05,2.8299999998637995e-05,1.000000002391927e-06,-9.999999831819575e-08,3.389999999873652e-05,1.5757278672505286e-06,2.233175888676632e-06,5.826923077e-05,T,573.0,573.0,1,,,
FG-02A11,FG-02A11,FG,3.47813168238e-05,3.67484693582815e-05,1.979999999856821e-05,9.6999999998057e-06,2.6900000001078466e-05,-1.0000000027015645e-06,-1.6000000017689224e-06,3.670000000225464e-05,1.4869590661723558e-06,2.101895315360602e-06,5.826923077e-05,T,633.0,633.0,1,,,
FG-02A11,FG-02A11,FG,2.38780087109e-05,4.661247579745004e-05,1.3780000000736084e-05,6.949999999290384e-06,1.8219999999654046e-05,2.000000143405099e-08,-4.799999995638433e-07,4.6609999999659157e-05,1.0208245338922768e-06,1.465818364877096e-06,5.826923077e-05,T,723.0,723.0,1,,,
FG-02A11,FG-02A11,FG,6.410826779999999e-07,7.314599698552454e-05,3.0499999996184756e-07,1.590000000128487e-07,5.410000000469859e-07,1.2970000039577287e-06,-1.4050000029494408e-06,7.312099999991665e-05,2.7407349326287094e-08,4.4415457585015396e-08,5.826923077e-05,T,823.0,823.0,1,,,
FG-03B13,FG-03B13,FG,7.5256893372e-05,0.0,6.299999999767903e-05,1.959999999708708e-05,3.620000000567964e-05,0.0,0.0,0.0,3.2173571937589372e-06,0.0,5.716981132e-05,ZI,273.0,,1,,,
FG-03B13,FG-03B13,FG,7.39049389419e-05,9.433981184030016e-07,6.160000000224913e-05,1.869999999605167e-05,3.629999999829946e-05,-7.233662141011082e-16,8.000000080769596e-07,4.999999968831884e-07,3.1595588962685588e-06,4.468291042219562e-06,5.716981132e-05,ZI,363.0,,1,,,
FG-03B13,FG-03B13,FG,6.93032466772e-05,5.016971192917846e-06,5.7799999998743785e-05,1.7299999998599743e-05,3.4100000002851915e-05,-3.999999976379536e-07,1.0000000197812937e-07,4.999999995206152e-06,2.962828908516954e-06,4.190072825415751e-06,5.716981132e-05,ZI,393.0,,1,,,
FG-03B13,FG-03B13,FG,5.94616683251e-05,1.3018064366433985e-05,4.9499999996935784e-05,1.6000000002861402e-05,2.880000000374987e-05,-8.999999957015137e-07,1.4999999971979113e-06,1.289999999475821e-05,2.5420850870499364e-06,3.59505120681241e-06,5.716981132e-05,ZI,423.0,,1,,,
FG-03B13,FG-03B13,FG,5.14161453242e-05,2.0563560008230075e-05,4.2500000001435046e-05,1.4400000002015352e-05,2.509999999639905e-05,-1.5000000024742381e-06,5.99999996058951e-07,2.0500000005106972e-05,2.1981256151043473e-06,3.10861905668027e-06,5.716981132e-05,ZI,453.0,,1,,,
FG-03B13,FG-03B13,FG,4.73799535669e-05,2.355716452124148e-05,3.9000000001207584e-05,1.3100000001852353e-05,2.3499999996997372e-05,-1.3000000037632632e-06,9.999999948669877e-07,2.350000000598553e-05,2.025571713343486e-06,2.8645909885696652e-06,5.716981132e-05,ZI,483.0,,1,,,
FG-03B13,FG-03B13,FG,4.51918134179e-05,2.582363258509212e-05,3.669999999896015e-05,1.2899999998915183e-05,2.3000000002230428e-05,-1.0999999990062278e-06,1.0000000077145387e-07,2.5799999997904332e-05,1.932025087461143e-06,2.7322960815326136e-06,5.716981132e-05,ZI,513.0,,1,,,
FG-03B13,FG-03B13,FG,4.36953086727e-05,2.84144329524079e-05,3.59999999985612e-05,1.279999999919811e-05,2.120000000298712e-05,-9.000000030057983e-07,-9.999999890915849e-08,2.840000000002978e-05,1.8680470239013868e-06,2.6418174363520383e-06,5.716981132e-05,ZI,543.0,,1,,,
FG-03B13,FG-03B13,FG,4.23633095969e-05,2.9605742687099796e-05,3.489999999936597e-05,1.2000000002927461e-05,2.079999999944221e-05,-2.999999994372336e-07,-5.000000041331337e-07,2.960000000086094e-05,1.811101850953285e-06,2.5612848004571516e-06,5.716981132e-05,ZI,573.0,,1,,,
FG-03B13,FG-03B13,FG,4.0762973395e-05,3.0827422854966653e-05,3.350000000060057e-05,1.109999999734329e-05,2.0400000000495556e-05,-1.1999999991303036e-06,5.0000000519351e-07,3.0799999997984e-05,1.7426848201549944e-06,2.464528507604911e-06,5.716981132e-05,ZI,603.0,,1,,,
FG-03B13,FG-03B13,FG,3.88847013618e-05,3.236062422374816e-05,3.1900000001377915e-05,1.0500000000000538e-05,1.9599999997664505e-05,-1.4000000016913356e-06,1.400000001635412e-06,3.2300000002187634e-05,1.662385570915713e-06,2.350968220282342e-06,5.716981132e-05,ZI,633.0,,1,,,
FG-03B13,FG-03B13,FG,3.58436884263e-05,3.530014164490064e-05,2.9400000000660184e-05,9.999999998738693e-06,1.789999999966703e-05,-4.016186368898118e-15,-9.999999862715925e-08,3.530000000212922e-05,1.5323772167841944e-06,2.167108642647744e-06,5.716981132e-05,ZI,673.0,,1,,,
FG-03B13,FG-03B13,FG,3.05499590834e-05,4.0807107225036824e-05,2.5100000001617572e-05,8.49999999879528e-06,1.519999999791751e-05,-6.999999992281852e-07,-2.9999999831510714e-07,4.0800000000952745e-05,1.3060614944622188e-06,1.8470498787617428e-06,5.716981132e-05,ZI,723.0,,1,,,
FG-03B13,FG-03B13,FG,2.29361505053e-05,4.796581074206171e-05,1.8849999999853437e-05,6.6300000016516245e-06,1.1259999999351616e-05,-1.5500000022384307e-06,2.6999999775227526e-07,4.7940000001434676e-05,9.805585311713156e-07,1.3867191734831158e-06,5.716981132e-05,ZI,773.0,,1,,,
FG-03B13,FG-03B13,FG,7.600723650000001e-07,7.406886059604046e-05,5.910000000601639e-07,1.979999999791683e-07,4.349999999699183e-07,-2.9099999719590727e-07,-6.980000047936918e-07,7.406499999993665e-05,3.2494356088049214e-08,4.595395908029995e-08,5.716981132e-05,ZI,823.0,,1,,,
FG-03B13,FG-03B13,FG,7.05791046e-08,7.298987848604487e-05,1.3000000013594081e-09,2.8400000019194683e-08,6.460000003903985e-08,-9.01299998502981e-07,2.6715999959446595e-06,7.293540000015056e-05,3.017373953923548e-09,4.267211168390012e-09,5.716981132e-05,ZI,873.0,,1,,,
FG-03B13,FG-03B13,FG,7.39049389419e-05,1.4696938470328953e-06,6.160000000224913e-05,1.869999999605167e-05,3.629999999829946e-05,-1.9999999786468877e-07,-4.0000000675624574e-07,1.3999999998055284e-06,3.1595588962685588e-06,2.5600678421941775e-06,5.716981132e-05,P,363.0,423.0,1,,,
FG-03B13,FG-03B13,FG,5.94616683251e-05,1.442255179109726e-05,4.9499999996935784e-05,1.6000000002861402e-05,2.880000000374987e-05,-7.000000036025297e-07,-4.0000000221772997e-07,1.4400000005557815e-05,2.5420850870499364e-06,2.366678049720035e-06,5.716981132e-05,P,423.0,483.0,1,,,
FG-03B13,FG-03B13,FG,4.73799535669e-05,2.4226844609685883e-05,3.9000000001207584e-05,1.3100000001852353e-05,2.3499999996997372e-05,-8.999999965547687e-07,-6.999999969503554e-07,2.419999999488299e-05,2.025571713343486e-06,2.5072965338194812e-06,5.716981132e-05,P,483.0,543.0,1,,,
FG-03B13,FG-03B13,FG,4.36953086727e-05,2.730732502234503e-05,3.59999999985612e-05,1.279999999919811e-05,2.120000000298712e-05,-5.999999988339773e-07,2.0000000491718142e-07,2.7299999997718377e-05,1.8680470239013868e-06,2.5239380048837932e-06,5.716981132e-05,P,543.0,603.0,1,,,
FG-03B13,FG-03B13,FG,4.0762973395e-05,3.127235200725369e-05,3.350000000060057e-05,1.109999999734329e-05,2.0400000000495556e-05,-1.600000002219778e-06,1.4000000024427595e-06,3.120000000082758e-05,1.7426848201549944e-06,2.4609550931002644e-06,5.716981132e-05,P,603.0,673.0,1,,,
FG-03B13,FG-03B13,FG,3.58436884263e-05,3.739517348477998e-05,2.9400000000660184e-05,9.999999998738693e-06,1.789999999966703e-05,-4.999999632014374e-08,-2.03000000197618e-06,3.733999999931891e-05,1.5323772167841944e-06,2.2364308792695252e-06,5.716981132e-05,P,673.0,773.0,1,,,
FG-03B13,FG-03B13,FG,2.29361505053e-05,5.364207286643932e-05,1.8849999999853437e-05,6.6300000016516245e-06,1.1259999999351616e-05,-8.013000009879952e-07,2.7160000035741966e-07,5.363539999996838e-05,9.805585311713156e-07,2.2960547615185096e-06,5.716981132e-05,P,773.0,873.0,1,,,
FG-03B13,FG-03B13,FG,6.88541937721e-05,5.016971192917846e-06,5.7199999999871205e-05,1.7499999996232416e-05,3.410000000223598e-05,-3.999999976379536e-07,1.0000000197812937e-07,4.999999995206152e-06,2.943631150944631e-06,4.190072825415751e-06,5.716981132e-05,T,393.0,393.0,1,,,
FG-03B13,FG-03B13,FG,5.12668508883e-05,2.0563560008230075e-05,4.240000000199877e-05,1.380000000096729e-05,2.5299999996185646e-05,-1.5000000024742381e-06,5.99999996058951e-07,2.0500000005106972e-05,2.191743029990759e-06,3.10861905668027e-06,5.716981132e-05,T,453.0,453.0,1,,,
FG-03B13,FG-03B13,FG,4.49087964657e-05,2.582363258509212e-05,3.680000000135981e-05,1.4000000000365249e-05,2.159999999739258e-05,-1.0999999990062278e-06,1.0000000077145387e-07,2.5799999997904332e-05,1.919925642661908e-06,2.7322960815326136e-06,5.716981132e-05,T,513.0,513.0,1,,,
FG-03B13,FG-03B13,FG,4.22872321156e-05,2.9605742687099796e-05,3.460000000149906e-05,1.1899999997217737e-05,2.119999999908289e-05,-2.999999994372336e-07,-5.000000041331337e-07,2.960000000086094e-05,1.8078494122626033e-06,2.5612848004571516e-06,5.716981132e-05,T,573.0,573.0,1,,,
FG-03B13,FG-03B13,FG,3.87987113188e-05,3.236062422374816e-05,3.1700000001752726e-05,1.0599999999208378e-05,1.9699999997594895e-05,-1.4000000016913356e-06,1.400000001635412e-06,3.2300000002187634e-05,1.6587093537475377e-06,2.350968220282342e-06,5.716981132e-05,T,633.0,633.0,1,,,
FG-03B13,FG-03B13,FG,3.0326391147e-05,4.0807107225036824e-05,2.479999999834686e-05,8.400000001804423e-06,1.530000000171639e-05,-6.999999992281852e-07,-2.9999999831510714e-07,4.0800000000952745e-05,1.2965035938335702e-06,1.8470498787617428e-06,5.716981132e-05,T,723.0,723.0,1,,,
FG-03B13,FG-03B13,FG,6.290794862e-07,7.406886059604046e-05,4.540000000082186e-07,1.6000000000432164e-07,4.0499999993680323e-07,-2.9099999719590727e-07,-6.980000047936918e-07,7.406499999993665e-05,2.6894192939470755e-08,4.595395908029995e-08,5.716981132e-05,T,823.0,823.0,1,,,
FG-04B14,FG-04B14,FG,1.81181593988e-05,0.0,7.690000000856278e-06,4.040000000696292e-06,1.589999999941916e-05,0.0,0.0,0.0,7.745814086592173e-07,0.0,5.828571429e-05,ZI,273.0,,1,,,
FG-04B14,FG-04B14,FG,1.61687661867e-05,1.664481901522998e-06,6.909999999214654e-06,3.470000000312839e-06,1.4200000000311818e-05,-1.0000000026245808e-07,-7.000000019794853e-08,1.6600000001257261e-06,6.912416108892992e-07,9.775632609962726e-07,5.828571429e-05,ZI,473.0,,1,,,
FG-04B14,FG-04B14,FG,1.31772303615e-05,4.4421278677921865e-06,5.529999999618151e-06,3.0700000003245697e-06,1.1560000000098088e-05,-3.4999999869354044e-07,-4.999999996356262e-07,4.399999999442597e-06,5.633484854048527e-07,7.966950684018843e-07,5.828571429e-05,ZI,513.0,,1,,,
FG-04B14,FG-04B14,FG,1.23823463042e-05,5.465345367961007e-06,5.29999999905141e-06,2.660000000083298e-06,1.0870000000310364e-05,-2.199999979062574e-07,-9.999999955582203e-08,5.459999999276824e-06,5.293658716485698e-07,7.486363951428625e-07,5.828571429e-05,ZI,553.0,,1,,,
FG-04B14,FG-04B14,FG,1.18878972068e-05,6.073993743273684e-06,5.039999999536518e-06,2.7099999998407746e-06,1.0420000000238874e-05,-1.3999999862974846e-07,-1.699999996823962e-07,6.069999999490899e-06,5.082273514521012e-07,7.187420131925189e-07,5.828571429e-05,ZI,593.0,,1,,,
FG-04B14,FG-04B14,FG,1.17111954983e-05,6.282849672179956e-06,5.060000000510016e-06,2.3800000006164444e-06,1.0289999999577578e-05,-3.799999998211667e-07,-1.3000000047011975e-07,6.270000000257214e-06,5.00673059911235e-07,7.080586316413057e-07,5.828571429e-05,ZI,623.0,,1,,,
FG-04B14,FG-04B14,FG,1.11617426955e-05,6.767237249777372e-06,4.759999999765127e-06,2.6199999997317924e-06,9.750000000214821e-06,-4.699999993882241e-07,-1.0999999962225777e-07,6.749999999661673e-06,4.771830399474651e-07,6.748387268281274e-07,5.828571429e-05,ZI,653.0,,1,,,
FG-04B14,FG-04B14,FG,1.0340763995e-05,7.646522085004144e-06,4.369999999831387e-06,2.3599999994479656e-06,9.070000000240774e-06,-3.1999999996842606e-07,-5.499999992924496e-07,7.619999999819858e-06,4.420848368510389e-07,6.252023719942362e-07,5.828571429e-05,ZI,683.0,,1,,,
FG-04B14,FG-04B14,FG,9.3746786612e-06,8.637105996654762e-06,4.0700000000543024e-06,2.0599999998703122e-06,8.19000000005195e-06,-5.39999999866467e-07,-5.999999964522342e-08,8.619999999862903e-06,4.00783084158137e-07,5.667928731861549e-07,5.828571429e-05,ZI,713.0,,1,,,
FG-04B14,FG-04B14,FG,8.2222746245e-06,9.860593288118902e-06,3.470000000067461e-06,1.9300000000276105e-06,7.200000000008463e-06,-4.1999999898926555e-07,-1.7999999938685688e-07,9.849999999734278e-06,3.515158974398893e-07,4.971185495492414e-07,5.828571429e-05,ZI,743.0,,1,,,
FG-04B14,FG-04B14,FG,6.2176120818e-06,1.1811121877399438e-05,2.6699999996805096e-06,1.4300000000209847e-06,5.430000000128122e-06,-4.900000008037062e-07,-1.5000000082353368e-07,1.1800000000074107e-05,2.658132439841648e-07,3.759166947007944e-07,5.828571429e-05,ZI,773.0,,1,,,
FG-04B14,FG-04B14,FG,4.805548876e-06,1.2892358201830532e-05,2.07000000001129e-06,9.999999998059324e-07,4.219999999996002e-06,-7.2000000068966e-07,2.3999999939363757e-07,1.2870000000140052e-05,2.054451964916112e-07,2.9054338320284194e-07,5.828571429e-05,ZI,793.0,,1,,,
